Tweet,HS,HS_Weak,HS_Moderate,HS_Strong
Dustin gua tonjok ya tin anying ngakak bgtttttt 😭😭😭😭😭😭 fajar sampe tertekan mukanyaaaaaa,0,0,0,0
keren bgt bisa ga ketawa orng orng yg disitu😭,0,0,0,0
Knpa klw fajar nangis w pasti ketawa😀😂😀,0,0,0,0
"i mean kl mungkin gue yg jd ka gita, udh bakal stress duluan dan ga bisa ngadepin org2 ky gt dengan cara lebih menutup diri dari medsos. But you guys are cool👍🏼🥹",0,0,0,0
Kok gua yg ngerasa malu ya.. sumpah,0,0,0,0
"Berasa Non Bullyton &quot;tenggelamnya film vanderwick&quot;,,,,",0,0,0,0
"kasihan iya, lucu iya wkwkkw",0,0,0,0
Mantul semangat 45,0,0,0,0
Jaaar hahaha,0,0,0,0
Respect bang denny 🫡,0,0,0,0
"pakailah logika yg ada gk perlu nebak atau sok pinter  ,. siapa prabowo dan siapa ganjar .",0,0,0,0
Ujungnya keren Fajar salut,0,0,0,0
gakuatt😭😂😂,0,0,0,0
@Imunk Ghz lu pernah bang ?,0,0,0,0
"Setuju kak, lawan cowoknya malah keliatan kek kesenengen di puji, pdhal mah jangan langsung gede kapala kali ya😂",0,0,0,0
Fix bg deni kelar vidio lgsg ketawa sampe merem😅,0,0,0,0
I watch this because of meme.....,0,0,0,0
Frustasi bgt nontonnya,0,0,0,0
"Dalam 34.00 podcast ini banyaakk banget kata2 yg bagus buat lirik lagu bang .. . Tak sadar , Fajar ini ibarat KAHLIL GIBRAN yg dari kalangan anak kampungg.  <br><br>Moga rejeki mu berkah",0,0,0,0
"&quot;Begitulah Cinta, deritanya tiada akhir....&quot;<br><br>- Chu Pat Kai.<br>🐷",0,0,0,0
Astaga jaarrrr...... 😂😂😂😂😂😂😂,0,0,0,0
GOBLOK SIH INI😄,0,0,0,0
"Genius asli fajar,!",0,0,0,0
"Duet Pak Prabowo - Pak Ganjar atau sebalik nya, duet dahsyar ga ada lawan",0,0,0,0
"Saya yakin kang Denny pasti ga tahan tawa ,saya ngantuk aja jadi tegar gara2 ketawa 😀 fajar isthebest ada aja kata2 yg keluar berhubungan itu bagaikan WIFI DAN HOTSPOT 🤣🤣",0,0,0,0
Berat berat gak kuat gua Non Bullytonnya 😭,0,0,0,0
Halu ni orang.,0,0,0,0
"Saingan nya si Viki neh,,bisa pengganti Viki ntar,,🤣🤣",0,0,0,0
Cah kentir kok d urusi,0,0,0,0
"gila bener bang denny , kuatt amat ngadepin begitu.......ngakak bener Non Bullytonnya. semuanya gara gara pantunnya.",0,0,0,0
Yang paling tua bpk nya ngakak,0,0,0,0
"Kalau gw si, anak itu investasi akhirat. Siapa lagi yg mau dg ikhlas mendoakan ortu nya ketika orangtuanya sudah meninggal. 😊. Tapi terserah masing2 orang si  😁",0,0,0,0
Ending yang bikin nendang di perut😅😅😅 sukses terus bang anji...fajar juga...,0,0,0,0
Bocah kebanyakan ngelem.. 😂,0,0,0,0
"Anji memang sabar keren,klo gw langsung kesurupan 😇😇",0,0,0,0
Kurang ebel biawak,0,0,0,0
Non Bullyton sambil ngepel kuping sumpel blotot ngakak nggak sadar asemmmmm 🤣🤣,0,0,0,0
ke sini gara gara lihat di reels fb wkwkwkkwkwkwkwkkwkwk,0,0,0,0
fajar jadi memotivasi sya yang suka minta pisah 😂,0,0,0,0
"Nanti kalau tu bocah udah dewasa akan malu dengan sendirinya,Karana akan teringat tentang cinta di masa mudanya",0,0,0,0
"​@tandana sikagw uda 15 tahun nikah, diem mblo sewot amat<br>Dia pro lgbt juga gimana keren kan cewek feminisme idola lu ini<br>Smoga kalian ngumpul bareng di akherat yah, sama2 punya pemikiran liberal barat yg kalian agung2kan",0,0,0,0
Hihihi bebas pokoke.. pnting happy..,0,0,0,0
Kang Denni harus banyak belajar dari fajar sadboy😂,0,0,0,0
Hahahhahaha....,0,0,0,0
ngakakkk bgtt,0,0,0,0
anjirrr fajarrr lucuu kali kau bah wkwkw 🤣,0,0,0,0
"Ya Allah menghibur bngett yaas jarrrr, aku bt bad mood, ini serrru bngett mnghibur bngettttt, trussss mnghibur kitaaaaaa ya jarrrr",0,0,0,0
Masa viral nya GK panjang ya catat!!,0,0,0,0
Jdi dia artis video klip bang expresi nya mantap menghayati banget 💪,0,0,0,0
"Deni cagur kalah lucu ,,,,, dagelan senior minggir dulu 😀😀😀😀😀😀😀😀😀😀😀😀😀",0,0,0,0
"Siapa lawan nya, sy tetap anies org yg sangat beradab dgn baik",0,0,0,0
Rekor dunia dengan kategori terngakakak ngakak di dunia di di raih oleh mejelis lucu dengan judul SUARA FAJAR SADBOY WKWKWK 🤣🤣,0,0,0,0
Fajar mulailah terbit disebelah barat dan tenggelam di timur 🔥,0,0,0,0
@Dafi  Terserah Enaknya Gimana,0,0,0,0
"Mnrtku ini bcra diluar konteks islam, sdgkn pembhsan ini mrpkan keinginan pribadi.",0,0,0,0
Cok ini sih sadbuoy tingkat supreme.,0,0,0,0
Ngakak gua sama rambut nya,0,0,0,0
Kelazz nih bosss🤣,0,0,0,0
Anjir bang anji dari tadi nelen ludah mulu ketawa aja bang 🤣,0,0,0,0
"Emak lu liat jarrr, maluuu",0,0,0,0
"Pasti dy malu bgtt si ufh blak blakan di publik kaya gtu,kata katanya puitis bgt bocah fb bgt wkwk😭🤣🤣ekspresinya itu lgi wkwk",0,0,0,0
Sini pajar w gebukin🤣🤣🤣🤣🤣,0,0,0,0
Celeng nih orang. Eh cengeng,0,0,0,0
SAD pajar,0,0,0,0
"Fajar udah gaul , sekarang make kata gue&quot;",0,0,0,0
Ganjar Prabowo pasti menang,0,0,0,0
Om danny ko lucu bingung mau ngomong apa planga plongo,0,0,0,0
"Quotesnya ituloh masuk teruus, kalah Denny Cagur wkwkw",0,0,0,0
Yg se7 fajar mirip alam mbah dukun komen dong,0,0,0,0
Kerenn.....!!!banyak kata&quot;bijaknya ni adekkk resmi banget bahasanya setiap berkata kata wkwkwkwkwk jadi merinding dengernya😆😆,0,0,0,0
Ikonnya&quot;sadboy&quot; tdk akan pernah lepas om..krn dr atas laut...🤣🤣🤣...krenn...top,0,0,0,0
Sy sudah curiga yg interviu mas deni pasti tamunya juga pelawak😂🤣😂,0,0,0,0
"Kenapa yaa algoritma medsos di indo mengerikan, ga terkontrol lg ampe apa² hal sspele bin bodoh bisa viral",0,0,0,0
Banyak sekali kiasan kiasan dari lord fajar ini 🤣🤣,0,0,0,0
"Sadboy nya bodoh, mau ketawa pasti dosa ini.. 🤣😂🤣😅",0,0,0,0
Bangat ini setingan bocah bilang kenal 3tahun jadian 5bulan  tapi baru kenal di fb,0,0,0,0
"Gak ada yang nyalaih kalian,,terserah kalian <br>Tapi seenggaknya kalau kyk gitu jngan disuarakan faham,,<br>Paham lah orang kalian kan pinter kalian juga selebgram,,influenser",0,0,0,0
Tidak untuk teman saya yg nekat kawin karena disuruh orang tua 🤪🤪,0,0,0,0
Pertemukan dia dengan viki prastio,0,0,0,0
Kang denny kuat banget nahan tawa demi konten ini 😆😆😆😆,0,0,0,0
Kombinasi yang sempurna 🤣🤣🤣,0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=27m15s"">27:15</a> 😭😭😭",0,0,0,0
"3jt kali di tonton, busetttt...",0,0,0,0
"Anak ini cerdas,  dia juga bukan anak bodoh..hanya butuh bimbingan",0,0,0,0
"Narasumbernya udah berkualitas kok, itu yg di studio mbak ANALISA WIDYANINGRUM seorang Psikolog. Nah Gita sama suaminya diundang cuma krna statemen mereka heboh doang.",0,0,0,0
Elit global sedang berdiskusi,0,0,0,0
Pentingnya sekolah ya adick adick,0,0,0,0
bisa sabar gitu ya kang deny,0,0,0,0
Tinggal Rian babayo lengkap sudah para arkeolog,0,0,0,0
Kira2 raeksi fajar Non Bullyton vidionya sndri gimana ya????🤔🤔😀,0,0,0,0
"Modal chat aja di bilang berjuang,orang yang udah ngasih modal aja masih di tinggal 😅😅😅",0,0,0,0
"Pinter ini anak nyusun kata2 , enak bgt lgu bang anji",0,0,0,0
anak jaman now... serba pengen ketawa....,0,0,0,0
Tolong lah jgn kasi panggung yg kayak gini. makin banyak anak putus sekolah yg ngrasa bisa sukses dgn ssuatu yg viral yg sifat ny cmn smntara. apalagi ini bkan ssuatu yg harus dicontoh.,0,0,0,0
"Liat muka ber 3 ini aja sudah ngakak njirr, apa lagi perbincangan para calon anggot DPR ini,perbincangan sangat ber faedah dan sulit di pahami😆, tambah seru lagi ada roky gerung sang filsafat terbaik",0,0,0,0
yog trending 1,0,0,0,0
"Ya allah pengn ketawa masik bisa nahan  , segitu&#39;nya kamu fajar cinta mu..salut",0,0,0,0
&quot;ORANG BERJUANG AKAN KALAH DENGAN ORANG BERUANG&quot; quotes by Fajar Sadboy,0,0,0,0
Miris sekali fajar😢hebat kang deni interviewer sambil meluruskan sambil memotivasi,0,0,0,0
Umur saya 15 kalo ga sakit sakitan umur saya 21 😂😂😂😂😂😂,0,0,0,0
Penuh dgn motivasi kehidupan!,0,0,0,0
"Kan Gua udah bilangin Lu jangan ba Logat, ehh Lu nggak Ba dengar😁",0,0,0,0
"cuma sanggup nonton 10 menit, karena otak gue gak sampe untuk ngerti apa yang mereka bahas dan obrolin.",0,0,0,0
"Bapak saya kakak tertua ,,,,,,anjirrrrrrrr",0,0,0,0
"Iya kak setuju banget gada yg salah cuma situasinya aja lagi chaos. Dan selagi begini kan alangkah baiknya netizen dan gita nya kepala dingin juga sama2 minta maaf dan sama2 memaafkan. Kayaknya gada yg salah dr hal itu. I personally kak git, apology kalau emang suka ke trigger konten2 kak git di tiktok yg udh dikasih micin2. I realize it&#39;s not wise to judging both of you. You have your own life.",0,0,0,0
udah pake logat loe gua dia gaess.. lama lama loe gue and,0,0,0,0
BADUT KOPLAKKK,0,0,0,0
bg deny kaya nahan tawa dri awal😂 untung gk di jogetin bg jali,0,0,0,0
"Fajar dikasih tisu sama deny, kenapa yang di elap kuping, congean lu jarr 😂😂",0,0,0,0
duh pusing nyerna nya 🤣🤣🤣,0,0,0,0
Ya ampun ini kan temanya sad kan.<br>Tapi Saya Non Bullytonnya cekikikan ....respon lempengnya Kang Denny juga yg bikin tambah lucu 🤣,0,0,0,0
"Bisa-bisanya gw Non Bullyton ini sampai selesai. Semangat, Jar! 😭",0,0,0,0
Kwkwkwkwkw komennya,0,0,0,0
Duet sama dustin harusnya,0,0,0,0
"Aku ga setuju sama childfree, tapi kalo ada yang mau nerapin childfree ya silahkan.. ngapain kita permasalahin? Kan ga ngerugiin kita juga.. Setiap orang berhak punya pilihannya masing-masing, selama tidak melanggar &quot;syariat&quot;.. :)",0,0,0,0
"mumet aku ngrungokne, pokok leh dustin tkok wakwaw aku guyu ngonoe🤣",0,0,0,0
"Perjuangan apa sih fajar 😂😂 udah bangun candi atau gimana. MasyaAllah ngakak banget. Suatu saat km bakal malu liat video kamu saat ini. Baru makan cinta, coba deh makan nasgor atau ketoprak aja fajar dijamin enak 😂😂😂",0,0,0,0
"Keren bang,, lo emang publik figur yg gak milih milih buat dijadiin temen ngobrol,, baek hati, dermawan, dan tidak sombong,,, bang deni sama Raffi memang panutan gw,, kapan kapan ajak gw ngobrol lah di poadcast,, kalau manajemen bang deni butuh orang legal,, blh lah bang...",0,0,0,0
Fajar kek orang sakit dih,0,0,0,0
saya jawa timur mendukung prabowo &#39;_ ganjar atau ganjar _ prabowo untuk maju sebagai capres dan cawapres di 2024 tapi pilihanku tetap pak Anies 👍,0,0,0,0
Terimakasih telah menghibur. 😄,0,0,0,0
"Mantannya kalo lihat pasti sedih banget,😭",0,0,0,0
Awalnya saya mau milih ganjar tapi dikarenakn pasangannya prabowo mending gue golput..😂😂,0,0,0,0
BDC : Yang paling tua siapa?<br>Fa : Bapak yg paling tua.<br><br>emang salah pertanyaannya,0,0,0,0
"Sik Norma aja yg disakiti bertubi2 sama ibu dan suaminya cerita dipodcast tegar bgt mgkn krna rasa sakitnya trll dalam,lahhh Fajar coba deh belajar sama norma biar gak nangis2 trs tiap diundang… krna nangismu udh garing jar…",0,0,0,0
Bang Deni baik bgt ...👍liat fajar lucu bgt yah...😁semoga dgn nasihat bang Deni fajar jd nggak galau lagi n jadi lebih baik lagi ..mau belajar n lanjutin sekolah lagi👍,0,0,0,0
Kata kata nya mantap pajar,0,0,0,0
Ini orang emng gitu ap di buat&quot; Si aneh juga ya ada orang gitu🤣🤣🤣,0,0,0,0
"anjrit yang di elap mata woy jangan kuping, lo kan lagi nangis bukan congean wkwwk",0,0,0,0
Kau hanya membutukan pajero fajar agar cewe ngedeketin lu,0,0,0,0
Keknya keren sih colab sama kang denny bikin merangkai kata dan gombal gombalan🤣,0,0,0,0
Bibik berbadan besar,0,0,0,0
Akhirnya tiga elit global d pertemukan,0,0,0,0
"Masih menjadi tanya , gunanya wakwaw diundang apa ya🤣",0,0,0,0
"D tanyain soal cinta nyambung bgt, giliran d tanyain ttg keluarga eh ...g nyambung  dia 🤭😅",0,0,0,0
😃😃😃fajar fajar bilang halusinasi aja angell,0,0,0,0
"Ya Allah bener bener lu ye, capek bener gw ketawa. The real trio Error 404 Not Found wkwk",0,0,0,0
bang denny nahan ketawa wkw,0,0,0,0
"5 tahun lagi dia sendiri bakal malu liat video Ini,percayalah 😂",0,0,0,0
Pling yg bikin sepanduk....orang butuh makan sesuap nasi yg menolak kedatangan anies,0,0,0,0
Sai jak epek anak ni 🤔,0,0,0,0
"@Laurie Martaux jangan mau gampang digiring kesana digiring kesini hanya karena satu video, percaya sm yg kamu yakini ja",0,0,0,0
jar jar istipar jar,0,0,0,0
Gue. Denger lagi gue. Gue. Gue. Gue 🤣🤣🤣🤣,0,0,0,0
"Pantes gak dibales chat lu jar, orang kagak nyambung begitu.......",0,0,0,0
"Saya nda bisa tahan 😄 pada saat kang deny besikan tisu ke fajar, eh ternyata cuman lap telinga.😄",0,0,0,0
SENAM OTAK🔥,0,0,0,0
FAJAR GAUSAH LO GUEEEE😡😂,0,0,0,0
"Jiwa puitisku meronta2 😂, si fajar kebanyakan Non Bullyton filmnya rhoma irama..😂😂😂",0,0,0,0
Cinta monyet nyampe segitunya. Kalo udah menikah mah gaada namanya cinta boyyy. Sudahlah lah kau ini cowo Jan lembek gitu.,0,0,0,0
"Gw sih ngakak liat sikap deny, yg biasanya suka ngerjain org, suka ngelawak, pantun dan sebagainya. Lah ini kok deny serius banget 🤣🤣🤣🤣🤣",0,0,0,0
Titisan vicky prasetyo,0,0,0,0
Dulu gejala awalnya gimana ya??<br>dan sekarang cewenya pasti menyesal,0,0,0,0
"Kak Git, sya dari dulu pengen childfree dan gak nikah karna pengen fokus ke kesehatan dan karir, tapi kata orang &quot;ntar kalau meninggal gak ada yg ngedoain&quot;, dan saya tidak peduli, sya bilang &quot;saya bakal menyumbang ke anak yatim biar mereka kelak yg ngedoain&quot;, lalu ada lagi yg bilang &quot;ntar tua nda ada yg temani&quot;, lalu sya jawab &quot;pengen ambil ponakan truss biayain skolahnya biar klak dia yg bisa nemenin dihari tua&quot;, dan udah bicarain sama ortu kalau nda pengen nikah, mereka stuju2 aja Alhamdulillah!!! Tapi kok orang lain yg sewot yah kak??!! 😂😂😅😅 NETIJIN 😂😂<br><br>Semangat Selalu Kak Git dan Paul",0,0,0,0
Ketawa 7hari 7 malam wkwkw,0,0,0,0
"Tisunya bukan di pake buat lap air mata, malah di pake buat lap daki 😭 Jar oh fajar 😭😭😭",0,0,0,0
Obrolan cowo² ketika jam setengah 3 pagi,0,0,0,0
"Memiliki anak adalah kebahagiaan yg tak tertandingi, untuk sekarang memang kalian bahagia tanpa anak tapi sampai kapan kalian bisa bertahan tanpa anak?<br>Ketika kalian tua nanti yg jaga &amp; rawat kalian siapa?<br>Harta kalian yg kalian kumpulkan untuk siapa?",0,0,0,0
Fajar pemain bgt,0,0,0,0
Lucu gua liatnya,0,0,0,0
"ini baru sadboy sesungguhnya,,dikit2 nangis 🤣",0,0,0,0
BHAHAHAHAHAHAHAHA FIXX OM DENNY UDAH NAHAN KETAWA SEJAK SCENE AWAL DAN BERUSAHA NGERESPON WKWKWK GUA NGAKAK SUMPAH 🤣🤣🤣🤣🤣🤣,0,0,0,0
Kawal terus om Deny... semoga sehat selalu panjang umur dan di mudahkan selalu rejekinya... Sulawesi mana nih🔥,0,0,0,0
&quot;dikira paul kaya laki lo&quot;  nah ini nih😂👍,0,0,0,0
Akhirnya 3 manusia dari masa depan yaitu agen konspirasi global memulai aksi mengeksplorasi menjelajah pemikiran warga indonesia agar mau menjadi mutan,0,0,0,0
Denny ngapa ga tawa,0,0,0,0
Apaaaaaa ini heeee,0,0,0,0
Lu ada masalah apa om?,0,0,0,0
Gimana caranya harus kluar tu air mata 🤣,0,0,0,0
Aduh fajar  bagaikan kering dalam debu kanapa kau putus sekolah karna cinta fajar😂,0,0,0,0
Ngkak si caper,0,0,0,0
Pak ganjar idolaku.. <br>Tolong pak... Jln randu-cepu ditinjau... <br>Jln Randublatung-Getas ngawi juga ditinjau pak... <br>Prioritaskan pk ganjar... Pliis...,0,0,0,0
"Tolong, 🤣🤣🤣🤣🤣🤣",0,0,0,0
fajar boleh nangis asal jangan terbit dari barat,0,0,0,0
Kok gua ngakak yaaa bukannya sedih 🤣🤣🤣🤣,0,0,0,0
Ngakaakkk suruh senyum Ange ws angel fajarrr🤣🤣🤣🤣,0,0,0,0
Harus berguru ke Denny Cagur nih...:),0,0,0,0
"<a href=""https://www.youtube.com/watch?v=A5GbjyD3Kkc&amp;t=13m07s"">13:07</a> fajar nangis dikasih tidur sama kang deni, bukan nya lap air mata malah lap leher dan telinga 🥲🥹",0,0,0,0
Aneh bgt lo,0,0,0,0
Fajar jutaan viewers..gox,0,0,0,0
Menghibur bang...<br>Wkwkwkkwkwkwkwk,0,0,0,0
@Demonology 666  fajar juga membuat jutaan orang tertawa. Dia bener bener seakan menghilangkan masalah gua aowkoakwoa mungkin yang lain ada yang sependapat sama gua,0,0,0,0
"Baru kali ini gw liat orang nangis, gw yg ketawa",0,0,0,0
Sadarilah.. Bahwa pentingnya pendidikan untuk anak2 indonesia...,0,0,0,0
"Lama lama jadi kesel jar liat lu bucin , lu laki laki gausah cengeng Karana cinta, inget ibu lu dirumah",0,0,0,0
Anj ngakak 🤣🤣🤣,0,0,0,0
kadak aku suka gaya pajar apa lagi klo liat pajar di studio nangis sambil joged 😊😊 smangat pajar,0,0,0,0
Mba.. Ralat lagi omongannya.. Nnt gak  diksh anak sm allah bnran lho.. Tuany nyesel.. Siapa yg mau ngerawat kita tua,0,0,0,0
The best gubenure jateng...mugo&quot; 2024 dadi presiden ku....hehehe salam saking malang jatim..,0,0,0,0
Semoga Allah SWT mengangkat pemimpin yg amanah untuk Bangsa Indonesia 🤲 Bukan pemimpin yg memiliki elektabilitas 🙏🙏🙏<br>Ingat jabatan demi Bangsa dan Negara juga Rakyat Indonesia dari Sabang sampai Merauke<br>Bumi Pertiwi ini Butuh pemimpin yg amanah bukan elektabilitas tinggi 🙏 🙏🙏<br>Sudahkah mereka berdua memenuhi unsur amanah???🙏,0,0,0,0
makin nge fans sm kang deni sama fajar jugaaa trus pinter ngaji nya MasyaAllah,0,0,0,0
Bang anji langsung terpikir untuk nulis lagu judulnya &quot;APA&quot;:<br>Ku tak tau apa apa<br>Apa yang kau pikirkan<br>Bukan apa apa... <br>Apa saja yg kau lakukan padaku<br>Menurut kau bukan apa apa..,0,0,0,0
Anjirr ekspresinya bikin ngakak gw 😭🤣,0,0,0,0
Tua dikit malu,0,0,0,0
kok bisa ya bang denny cagur nahan gtu,0,0,0,0
Nangis lagi nangis lagi 🤣🤣,0,0,0,0
Anak adalah sumber kebahagiaan &amp; rejeki dalam sebuah keluarga,0,0,0,0
Dari hati... Banget 😢,0,0,0,0
Anak kemarin sore ngajarin raja gombal 🤣🤣🤣🤣 mungkin cintamu itu Pajar bukan Karana Allah  tapi cintamu karena nafsu sentan pajar wkwk masa puber cinta 🐒,0,0,0,0
Para Caleg negara plus enam dua sedang mencari solusi untuk 2023,0,0,0,0
prabowo,0,0,0,0
"Kru nya sabar banget, padahal ada meja itu bisa di lempar",0,0,0,0
vicky prasetyo ke 2,0,0,0,0
"kalo aku sih penasaran ya, orang yg pake KB aja masih bisa kebobolan, bagaimana jika Allah sudah berkehendak tiba2 gita hamil tanpa dia sadari apa bayinya akan di aborsi karena paham yg dianutnya 😢",0,0,0,0
Gw dari kemarin  bingung mau ketawa apa ngangis,0,0,0,0
child free makin menggoda,0,0,0,0
Kok gw yg malu sendiri anjirr😂,0,0,0,0
Gw jadi bingung harus sedih atau gimna si Non Bullyton ini 🤭,0,0,0,0
Aneh tapi ngakak bgtsi,0,0,0,0
Di bilangin bapak paling tua kgk pcy.,0,0,0,0
Masya Allah..salut bngt buat bang Deni bisa seprofesional menempatkan dirinya bkn sbg artis tajir tp org biasa yg ikut mendalami apa yg dirasakan Fajar walaupun mnurut kt terlihat lucu &amp; menyepelekan perasaan Fajar yg lebay tp bang Deni mencerminkan org yg tawadhu.,0,0,0,0
tapi bisa baca Alquran dia dan hafidz juga,0,0,0,0
"Dulu saya dan suami lama tidak punya anak yaitu 8 thn  dan suami nyantai aja , apalagi saya lebih nyantai lagi . Kehendak Allah , di tahun kelima usia perkawinan kami memutuskan adopsi anak , keponakan saya sendiri , ada perang batin , di satu sisi saya tidak siap ngurus anak tapi di sisi lain suami sangat menikmati menjadi seorang &quot;ayah&quot; dari anak bukan anak kandungnya . Waktu itu kami tinggal di base camp , maklum emak2 muda banyak gosipin kami krn anak adopsi ... campur aduk perasaan kami . Alhamdulillah di tahun kedelapan saya hamil 3 bulan ketika keponakan kami sedang merayakan Ultahnya ketiga ... rasa tidak percaya karena jujur saya tidak menyangka bakal bisa hamil karena kwalitas sperma suami buruk dan kami tidak pernah berobat . Keputusan pasangan untuk childfree itu hak keduanya karena berbagai alasan tapi jika Tuhan berkehendak lain , pasangan harus happy dan antusias dg kehadiran buah hati mereka agar si anak tumbuh sehat , cerdas dan bahagia .",0,0,0,0
Kang denny mancing mulu ygy 😂,0,0,0,0
"Bentar ya ketawa dulu ,ntar lanjut lagi",0,0,0,0
Ini saya bingung ya.. Cerita sedih tapi gua ngakak.. !!,0,0,0,0
We suara siapa yang ketawa ituuu😭😭😭✊,0,0,0,0
Disini terlihat Fajar sangat natural karena omongannya sangat terbata-bata,0,0,0,0
Jar ada callingan termehek mehek nih mau ambil gak,0,0,0,0
"Asli ni, sepajang nntn ini video gue ngakak wkwkwkwkwkwk ngapa yak😂",0,0,0,0
mendo🗿🗿,0,0,0,0
"Taik lu ah, ketakutan palsu yang lu sebar.. demokrasi Indonesia gak setolol pikiran lu..",0,0,0,0
sabar fajar hidup itu pait yang manis itu osron,0,0,0,0
Hadehhh🤣🤣jadi malu sendiri,0,0,0,0
D kasih tisyu buat ngelap airmata loh jarr 🤦 lah kok buat ngelap rambut,0,0,0,0
"Banyak orang kesini cuma pengennya komen, ga pengen nonton karna tujuannya ngehujat modal ss dr twtter lol 👁👄👁",0,0,0,0
Gw anjay,0,0,0,0
Sukses terus bantu juga bg ya,0,0,0,0
Terlalu mendalam🤣🤣🤣,0,0,0,0
Gak baik untuk konsumsi publik bangsat,0,0,0,0
"Setelah gw perhatikan, muka anji sama pajar mirip njirrr wkwk",0,0,0,0
duuuuhhh kah 😁😁😁 anak jmn sekarang cinta yg utama drpda kenyang yg d rasa...semangat nak fajar..hilang satu tumbuh seribu..lbh baik mikir masdpan drpda mikirin perempuan 💪💪💪,0,0,0,0
Prinsip yang bodoh emang nagita,0,0,0,0
Penasaran Kaka Cewe Nya Fajar 😁,0,0,0,0
Gw Non Bullyton dari awal ampe akhir dia itu terlalu medramatisir dia di kasih tisu lngelap rambut gw liat dia kaya yg nangis tp ga keluar air mata.dia gila haus masuk rumah sakit jiwa dia hidup dalam halusinasi. Itu udh kelainan jiwa di tanya ama deny cagur sodaranya yg palibg tua siapa dia sebut bapaknya deny cagur juga ampe bilang udh harus minum obat🤣🤣🤭🤭 fix itu udh gila dan harus masuk rumah sakit jiwa🤣🤣,0,0,0,0
